collector,start,end,alpha,bravo,charlie
F-Droid,07/28/2020 02:41:06 AM,07/28/2020 02:44:09 AM,5,4,2
F-Droid,07/28/2020 02:38:51 AM,07/28/2020 02:39:56 AM,4,5,2
F-Droid,07/28/2020 02:37:59 AM,07/28/2020 02:44:00 AM,1,3,5
F-Droid,07/28/2020 02:36:48 AM,07/28/2020 02:37:23 AM,4,5,2
F-Droid,07/28/2020 02:36:43 AM,07/28/2020 02:40:04 AM,3,3,5
F-Droid,07/28/2020 02:36:29 AM,07/28/2020 02:39:24 AM,4,3,5
F-Droid,07/28/2020 02:35:50 AM,07/28/2020 02:36:32 AM,4,4,2
F-Droid,07/28/2020 02:35:39 AM,07/28/2020 02:43:38 AM,2,5,4
F-Droid,07/28/2020 02:35:20 AM,07/28/2020 02:38:56 AM,3,5,1
F-Droid,07/28/2020 02:28:25 AM,07/28/2020 02:29:03 AM,4,2,4
F-Droid,07/28/2020 02:28:13 AM,07/28/2020 02:33:40 AM,2,5,4
F-Droid,07/28/2020 02:26:48 AM,07/28/2020 02:52:42 AM,4,5,3
F-Droid,07/28/2020 02:26:29 AM,07/28/2020 02:27:07 AM,4,2,3
F-Droid,07/28/2020 02:26:17 AM,07/28/2020 02:27:30 AM,2,5,3
F-Droid,07/28/2020 02:24:17 AM,07/28/2020 02:25:09 AM,4,5,3
F-Droid,07/28/2020 02:24:01 AM,07/28/2020 02:32:03 AM,1,1,5
F-Droid,07/28/2020 02:23:53 AM,07/28/2020 02:27:05 AM,2,3,5
F-Droid,07/28/2020 02:22:27 AM,07/28/2020 02:25:33 AM,5,4,2
F-Droid,07/28/2020 02:21:22 AM,07/28/2020 02:27:17 AM,2,3,4
F-Droid,07/28/2020 02:20:20 AM,07/28/2020 02:25:28 AM,3,4,5
F-Droid,07/28/2020 02:19:55 AM,07/28/2020 02:22:36 AM,5,2,3
F-Droid,07/28/2020 02:19:45 AM,07/28/2020 02:20:11 AM,4,3,2
F-Droid,07/28/2020 02:18:15 AM,07/28/2020 02:42:10 AM,4,5,2
F-Droid,07/28/2020 02:14:45 AM,07/28/2020 02:16:18 AM,4,3,5
F-Droid,07/28/2020 02:14:44 AM,07/28/2020 02:16:59 AM,4,2,4
F-Droid,07/28/2020 02:14:27 AM,07/28/2020 02:15:57 AM,3,5,4
F-Droid,07/28/2020 02:13:39 AM,07/28/2020 02:14:50 AM,2,4,2
F-Droid,07/28/2020 02:10:13 AM,07/28/2020 02:12:13 AM,2,5,3
Google Play Beta,07/28/2020 02:10:03 AM,07/28/2020 02:11:31 AM,3,4,4
F-Droid,07/28/2020 02:10:02 AM,07/28/2020 02:18:19 AM,2,3,5
F-Droid,07/28/2020 02:09:36 AM,07/28/2020 02:10:14 AM,3,5,2
F-Droid,07/28/2020 02:08:39 AM,07/28/2020 02:10:15 AM,3,4,5
F-Droid,07/28/2020 02:08:34 AM,07/28/2020 02:09:31 AM,4,5,3
F-Droid,07/28/2020 02:07:13 AM,07/28/2020 02:08:05 AM,4,5,3
F-Droid,07/28/2020 02:06:31 AM,07/28/2020 02:12:55 AM,1,1,1
F-Droid,07/28/2020 02:05:32 AM,07/28/2020 02:07:42 AM,5,1,4
F-Droid,07/28/2020 02:05:57 AM,07/28/2020 02:07:33 AM,2,5,4
F-Droid,07/28/2020 02:05:54 AM,07/28/2020 02:06:49 AM,4,5,3
F-Droid,07/28/2020 02:03:19 AM,07/28/2020 02:04:31 AM,3,5,3
F-Droid,07/28/2020 02:01:32 AM,07/28/2020 02:13:29 AM,5,1,4
F-Droid,07/28/2020 01:58:26 AM,07/28/2020 01:59:25 AM,3,5,4
F-Droid,07/28/2020 01:58:13 AM,07/28/2020 01:59:23 AM,2,5,4
F-Droid,07/28/2020 01:57:24 AM,07/28/2020 01:58:42 AM,3,2,4
F-Droid,07/28/2020 01:56:57 AM,07/28/2020 01:58:47 AM,4,5,2
F-Droid,07/28/2020 01:57:13 AM,07/28/2020 01:59:31 AM,5,3,4
F-Droid,07/28/2020 01:56:13 AM,07/28/2020 01:56:58 AM,2,3,3
F-Droid,07/28/2020 01:55:44 AM,07/28/2020 01:57:09 AM,1,5,4
F-Droid,07/28/2020 01:55:30 AM,07/28/2020 01:56:30 AM,3,4,2
F-Droid,07/28/2020 01:55:04 AM,07/28/2020 01:57:04 AM,5,3,4
F-Droid,07/28/2020 01:55:01 AM,07/28/2020 01:57:19 AM,3,5,4
F-Droid,07/28/2020 01:52:48 AM,07/28/2020 01:53:52 AM,1,4,3
F-Droid,07/28/2020 01:52:52 AM,07/28/2020 01:53:39 AM,5,5,4
F-Droid,07/28/2020 01:51:10 AM,07/28/2020 01:52:29 AM,4,3,5
Google Play Beta,07/28/2020 01:50:40 AM,07/28/2020 01:52:07 AM,5,3,3
F-Droid,07/28/2020 01:49:29 AM,07/28/2020 01:55:00 AM,4,2,3
F-Droid,07/28/2020 01:49:08 AM,07/28/2020 01:50:19 AM,4,5,3
F-Droid,07/28/2020 01:48:29 AM,07/28/2020 01:50:16 AM,5,4,2
F-Droid,07/28/2020 01:47:37 AM,07/28/2020 01:48:35 AM,3,4,5
F-Droid,07/28/2020 01:46:41 AM,07/28/2020 01:47:34 AM,2,4,3
Twitter,07/28/2020 01:46:22 AM,07/28/2020 01:49:35 AM,5,3,3
F-Droid,07/28/2020 01:44:26 AM,07/28/2020 02:16:57 AM,3,4,4
F-Droid,07/28/2020 01:45:40 AM,07/28/2020 01:47:28 AM,1,5,4
F-Droid,07/28/2020 01:43:17 AM,07/28/2020 01:44:35 AM,3,4,3
Twitter,07/28/2020 01:41:31 AM,07/28/2020 01:44:22 AM,3,5,4
F-Droid,07/28/2020 01:38:51 AM,07/28/2020 01:41:46 AM,3,5,3
F-Droid,07/28/2020 01:39:04 AM,07/28/2020 01:39:56 AM,3,5,2
F-Droid,07/28/2020 01:38:48 AM,07/28/2020 01:39:34 AM,2,4,4
F-Droid,07/28/2020 01:38:00 AM,07/28/2020 01:38:42 AM,4,5,3
F-Droid,07/28/2020 01:36:33 AM,07/28/2020 01:38:47 AM,5,4,3
F-Droid,07/28/2020 01:35:32 AM,07/28/2020 01:36:28 AM,5,4,3
F-Droid,07/28/2020 01:34:59 AM,07/28/2020 01:36:26 AM,2,5,1
F-Droid,07/28/2020 01:34:04 AM,07/28/2020 01:35:37 AM,3,5,4
F-Droid,07/28/2020 01:33:41 AM,07/28/2020 01:34:38 AM,5,4,3
F-Droid,07/28/2020 01:32:46 AM,07/28/2020 01:33:31 AM,5,1,3
F-Droid,07/28/2020 01:32:21 AM,07/28/2020 01:33:34 AM,2,4,2
F-Droid,07/28/2020 01:31:48 AM,07/28/2020 01:33:33 AM,3,5,2
F-Droid,07/28/2020 01:30:35 AM,07/28/2020 01:32:17 AM,2,3,5
F-Droid,07/28/2020 01:30:28 AM,07/28/2020 01:31:09 AM,5,3,5
F-Droid,07/28/2020 01:30:16 AM,07/28/2020 01:31:40 AM,1,1,4
F-Droid,07/28/2020 01:29:15 AM,07/28/2020 01:29:54 AM,4,2,5
Twitter,07/28/2020 01:28:22 AM,07/28/2020 01:29:27 AM,4,1,4
F-Droid,07/28/2020 01:27:34 AM,07/28/2020 01:28:47 AM,3,3,5
F-Droid,07/28/2020 01:27:27 AM,07/28/2020 01:28:46 AM,1,4,3
F-Droid,07/28/2020 01:25:35 AM,07/28/2020 01:34:55 AM,1,4,4
F-Droid,07/28/2020 01:24:38 AM,07/28/2020 01:25:29 AM,3,5,2
F-Droid,07/28/2020 01:23:44 AM,07/28/2020 01:25:51 AM,5,4,3
F-Droid,07/28/2020 01:23:53 AM,07/28/2020 01:25:17 AM,2,4,3
F-Droid,07/28/2020 01:23:42 AM,07/28/2020 01:24:29 AM,4,3,5
F-Droid,07/28/2020 01:23:36 AM,07/28/2020 01:25:47 AM,4,5,3
F-Droid,07/28/2020 01:23:06 AM,07/28/2020 01:24:08 AM,5,3,4
F-Droid,07/28/2020 01:22:48 AM,07/28/2020 01:24:24 AM,3,5,1
F-Droid,07/28/2020 01:22:38 AM,07/28/2020 01:24:03 AM,3,3,4
F-Droid,07/28/2020 01:22:07 AM,07/28/2020 01:24:05 AM,2,3,5
F-Droid,07/28/2020 01:21:26 AM,07/28/2020 01:22:12 AM,4,3,3
F-Droid,07/28/2020 01:21:09 AM,07/28/2020 01:23:05 AM,5,1,5
F-Droid,07/28/2020 01:20:24 AM,07/28/2020 01:21:34 AM,4,5,3
F-Droid,07/28/2020 01:20:22 AM,07/28/2020 01:22:17 AM,2,3,5
F-Droid,07/28/2020 01:19:46 AM,07/28/2020 01:20:55 AM,3,4,4
F-Droid,07/28/2020 01:19:00 AM,07/28/2020 01:20:21 AM,4,5,4
F-Droid,07/28/2020 01:18:48 AM,07/28/2020 01:19:57 AM,5,3,2
F-Droid,07/28/2020 01:17:46 AM,07/28/2020 01:18:52 AM,5,3,4
Google Play Beta,07/28/2020 01:17:23 AM,07/28/2020 01:18:31 AM,5,3,4
F-Droid,07/28/2020 01:17:03 AM,07/28/2020 01:18:05 AM,1,3,5
F-Droid,07/28/2020 01:17:01 AM,07/28/2020 01:17:51 AM,3,2,3
F-Droid,07/28/2020 01:16:37 AM,07/28/2020 01:17:31 AM,4,5,2
F-Droid,07/28/2020 01:16:13 AM,07/28/2020 01:17:57 AM,3,4,5
F-Droid,07/28/2020 01:15:43 AM,07/28/2020 01:17:48 AM,4,3,3
F-Droid,07/28/2020 01:15:16 AM,07/28/2020 01:16:09 AM,2,5,3
F-Droid,07/28/2020 01:14:03 AM,07/28/2020 01:15:49 AM,1,1,5
F-Droid,07/28/2020 01:12:52 AM,07/28/2020 01:13:42 AM,2,3,2
F-Droid,07/28/2020 01:12:15 AM,07/28/2020 01:14:32 AM,3,4,5
F-Droid,07/28/2020 01:10:38 AM,07/28/2020 01:14:07 AM,2,5,3
F-Droid,07/28/2020 01:10:27 AM,07/28/2020 01:11:14 AM,1,5,4
F-Droid,07/28/2020 01:10:10 AM,07/28/2020 01:11:28 AM,3,4,4
F-Droid,07/28/2020 01:08:30 AM,07/28/2020 01:09:14 AM,3,2,4
F-Droid,07/28/2020 01:07:49 AM,07/28/2020 01:09:36 AM,4,3,2
F-Droid,07/28/2020 01:06:22 AM,07/28/2020 01:07:08 AM,4,5,3
F-Droid,07/28/2020 01:03:50 AM,07/28/2020 01:05:07 AM,3,3,4
F-Droid,07/28/2020 01:03:25 AM,07/28/2020 01:05:04 AM,3,5,2
F-Droid,07/28/2020 01:02:28 AM,07/28/2020 01:17:43 AM,4,2,3
F-Droid,07/28/2020 12:59:27 AM,07/28/2020 01:00:59 AM,1,1,5
F-Droid,07/28/2020 12:58:33 AM,07/28/2020 12:59:35 AM,5,2,4
F-Droid,07/28/2020 12:58:14 AM,07/28/2020 12:58:38 AM,4,5,1
F-Droid,07/28/2020 12:58:01 AM,07/28/2020 12:59:06 AM,4,4,2
Google Play Beta,07/28/2020 12:57:54 AM,07/28/2020 12:59:03 AM,4,5,2
F-Droid,07/28/2020 12:57:20 AM,07/28/2020 12:58:28 AM,1,3,4
F-Droid,07/28/2020 12:56:10 AM,07/28/2020 12:56:53 AM,4,5,3
F-Droid,07/28/2020 12:54:16 AM,07/28/2020 12:54:58 AM,5,3,1
F-Droid,07/28/2020 12:53:09 AM,07/28/2020 12:54:04 AM,4,5,3
F-Droid,07/28/2020 12:52:49 AM,07/28/2020 12:54:34 AM,5,3,2
F-Droid,07/28/2020 12:52:27 AM,07/28/2020 12:53:28 AM,3,4,1
F-Droid,07/28/2020 12:52:24 AM,07/28/2020 12:54:42 AM,1,5,5
F-Droid,07/28/2020 12:50:05 AM,07/28/2020 12:53:24 AM,2,5,4
F-Droid,07/28/2020 12:50:13 AM,07/28/2020 12:51:45 AM,3,3,3
F-Droid,07/28/2020 12:49:57 AM,07/28/2020 12:52:00 AM,5,3,3
F-Droid,07/28/2020 12:49:53 AM,07/28/2020 12:50:55 AM,3,4,4
F-Droid,07/28/2020 12:49:19 AM,07/28/2020 12:52:18 AM,5,4,4
F-Droid,07/28/2020 12:49:05 AM,07/28/2020 12:50:32 AM,3,4,5
F-Droid,07/28/2020 12:48:59 AM,07/28/2020 12:50:43 AM,4,2,3
F-Droid,07/28/2020 12:48:39 AM,07/28/2020 12:49:44 AM,5,4,3
F-Droid,07/28/2020 12:46:11 AM,07/28/2020 12:48:48 AM,1,5,4
Google Play Beta,07/28/2020 12:45:04 AM,07/28/2020 12:45:53 AM,5,4,1
F-Droid,07/28/2020 12:44:47 AM,07/28/2020 12:45:41 AM,3,5,4
F-Droid,07/28/2020 12:44:20 AM,07/28/2020 12:45:32 AM,2,4,2
F-Droid,07/28/2020 12:44:17 AM,07/28/2020 12:45:20 AM,4,3,3
F-Droid,07/28/2020 12:43:25 AM,07/28/2020 12:44:39 AM,3,4,3
F-Droid,07/28/2020 12:43:07 AM,07/28/2020 12:43:48 AM,4,4,5
F-Droid,07/28/2020 12:42:42 AM,07/28/2020 12:44:35 AM,3,5,3
Google Play Beta,07/28/2020 12:42:38 AM,07/28/2020 12:46:37 AM,2,4,3
Google Play Beta,07/28/2020 12:42:40 AM,07/28/2020 12:43:28 AM,2,4,4
F-Droid,07/28/2020 12:42:09 AM,07/28/2020 12:43:34 AM,4,5,4
F-Droid,07/28/2020 12:41:59 AM,07/28/2020 12:42:47 AM,4,3,5
F-Droid,07/28/2020 12:41:13 AM,07/28/2020 12:42:04 AM,2,2,3
Google Play Beta,07/28/2020 12:41:16 AM,07/28/2020 12:41:40 AM,3,5,2
F-Droid,07/28/2020 12:38:19 AM,07/28/2020 12:39:20 AM,4,5,3
F-Droid,07/28/2020 12:37:42 AM,07/28/2020 12:39:57 AM,4,4,3
F-Droid,07/28/2020 12:37:38 AM,07/28/2020 12:39:13 AM,4,2,5
F-Droid,07/28/2020 12:37:32 AM,07/28/2020 12:38:00 AM,3,3,4
F-Droid,07/28/2020 12:37:17 AM,07/28/2020 12:38:23 AM,5,1,4
F-Droid,07/28/2020 12:36:36 AM,07/28/2020 12:41:23 AM,3,4,5
F-Droid,07/28/2020 12:36:04 AM,07/28/2020 12:42:32 AM,4,5,2
Google Play Beta,07/28/2020 12:35:24 AM,07/28/2020 12:36:31 AM,5,1,1
F-Droid,07/28/2020 12:34:56 AM,07/28/2020 12:35:57 AM,3,5,2
F-Droid,07/28/2020 12:34:16 AM,07/28/2020 12:35:35 AM,2,5,5
F-Droid,07/28/2020 12:34:08 AM,07/28/2020 12:35:06 AM,4,4,3
F-Droid,07/28/2020 12:33:05 AM,07/28/2020 12:35:30 AM,2,5,4
F-Droid,07/28/2020 12:32:19 AM,07/28/2020 12:54:53 AM,3,5,2
F-Droid,07/28/2020 12:31:39 AM,07/28/2020 12:32:57 AM,4,4,2
F-Droid,07/28/2020 12:31:12 AM,07/28/2020 12:32:39 AM,4,2,5
F-Droid,07/28/2020 12:30:22 AM,07/28/2020 12:31:30 AM,2,4,3
F-Droid,07/28/2020 12:30:19 AM,07/28/2020 12:31:51 AM,5,2,4
F-Droid,07/28/2020 12:29:50 AM,07/28/2020 12:32:10 AM,2,5,3
F-Droid,07/28/2020 12:29:26 AM,07/28/2020 12:30:28 AM,2,5,4
F-Droid,07/28/2020 12:28:57 AM,07/28/2020 12:29:31 AM,2,5,2
Twitter,07/28/2020 12:28:09 AM,07/28/2020 12:30:00 AM,1,4,2
F-Droid,07/28/2020 12:27:53 AM,07/28/2020 12:33:40 AM,3,5,4
F-Droid,07/28/2020 12:25:57 AM,07/28/2020 12:28:16 AM,3,2,5
F-Droid,07/28/2020 12:25:49 AM,07/28/2020 12:26:35 AM,3,5,1
F-Droid,07/28/2020 12:25:03 AM,07/28/2020 12:27:00 AM,5,2,1
F-Droid,07/28/2020 12:24:30 AM,07/28/2020 12:26:33 AM,2,5,4
F-Droid,07/28/2020 12:24:31 AM,07/28/2020 12:25:48 AM,3,5,1
F-Droid,07/28/2020 12:24:15 AM,07/28/2020 12:25:23 AM,3,4,3
F-Droid,07/28/2020 12:22:36 AM,07/28/2020 12:30:53 AM,1,3,5
F-Droid,07/28/2020 12:21:23 AM,07/28/2020 12:23:26 AM,3,4,2
F-Droid,07/28/2020 12:21:20 AM,07/28/2020 12:22:04 AM,3,5,3
F-Droid,07/28/2020 12:21:13 AM,07/28/2020 12:23:21 AM,4,5,3
F-Droid,07/28/2020 12:19:51 AM,07/28/2020 12:21:10 AM,5,4,3
F-Droid,07/28/2020 12:19:39 AM,07/28/2020 12:21:20 AM,5,4,1
F-Droid,07/28/2020 12:19:26 AM,07/28/2020 12:20:19 AM,3,5,2
F-Droid,07/28/2020 12:18:33 AM,07/28/2020 12:20:06 AM,1,3,3
F-Droid,07/28/2020 12:17:17 AM,07/28/2020 12:18:24 AM,2,5,5
F-Droid,07/28/2020 12:15:53 AM,07/28/2020 12:17:26 AM,3,2,5
F-Droid,07/28/2020 12:15:26 AM,07/28/2020 12:16:03 AM,3,5,3
F-Droid,07/28/2020 12:14:52 AM,07/28/2020 12:15:59 AM,4,3,4
F-Droid,07/27/2020 11:54:22 PM,07/28/2020 12:42:14 AM,3,5,2
F-Droid,07/28/2020 12:14:55 AM,07/28/2020 12:17:34 AM,1,4,5
F-Droid,07/28/2020 12:14:31 AM,07/28/2020 12:16:28 AM,2,3,4
F-Droid,07/28/2020 12:13:49 AM,07/28/2020 12:28:14 AM,2,3,3
F-Droid,07/28/2020 12:13:46 AM,07/28/2020 12:14:51 AM,1,3,5
F-Droid,07/28/2020 12:12:06 AM,07/28/2020 12:12:46 AM,4,5,4
F-Droid,07/28/2020 12:11:32 AM,07/28/2020 12:12:50 AM,4,5,4
F-Droid,07/28/2020 12:11:02 AM,07/28/2020 12:12:22 AM,3,4,3
F-Droid,07/28/2020 12:10:40 AM,07/28/2020 12:11:37 AM,2,4,2
F-Droid,07/28/2020 12:10:38 AM,07/28/2020 12:12:05 AM,1,5,2
F-Droid,07/28/2020 12:10:08 AM,07/28/2020 12:10:56 AM,5,4,3
F-Droid,07/28/2020 12:09:54 AM,07/28/2020 12:11:14 AM,2,2,5
F-Droid,07/28/2020 12:09:43 AM,07/28/2020 12:13:23 AM,4,4,1
F-Droid,07/28/2020 12:09:29 AM,07/28/2020 12:10:38 AM,3,2,5
F-Droid,07/28/2020 12:09:09 AM,07/28/2020 12:11:03 AM,1,2,4
F-Droid,07/28/2020 12:08:56 AM,07/28/2020 12:10:26 AM,3,4,2
F-Droid,07/28/2020 12:08:53 AM,07/28/2020 12:10:00 AM,2,5,4
F-Droid,07/28/2020 12:08:37 AM,07/28/2020 12:09:44 AM,5,4,1
F-Droid,07/28/2020 12:08:09 AM,07/28/2020 12:10:42 AM,2,5,5
F-Droid,07/28/2020 12:07:54 AM,07/28/2020 12:12:54 AM,1,4,4
F-Droid,07/28/2020 12:07:02 AM,07/28/2020 12:08:10 AM,3,4,4
F-Droid,07/28/2020 12:06:00 AM,07/28/2020 12:07:45 AM,2,4,3
F-Droid,07/28/2020 12:06:12 AM,07/28/2020 12:07:30 AM,4,2,4
F-Droid,07/28/2020 12:05:17 AM,07/28/2020 12:06:15 AM,5,5,2
F-Droid,07/28/2020 12:04:28 AM,07/28/2020 12:05:22 AM,3,4,4
F-Droid,07/28/2020 12:04:20 AM,07/28/2020 12:08:14 AM,2,4,3
F-Droid,07/28/2020 12:03:27 AM,07/28/2020 12:04:25 AM,4,5,1
F-Droid,07/28/2020 12:02:20 AM,07/28/2020 12:03:25 AM,3,5,4
F-Droid,07/28/2020 12:02:13 AM,07/28/2020 12:03:03 AM,2,1,3
F-Droid,07/28/2020 12:01:34 AM,07/28/2020 12:02:51 AM,5,2,1
F-Droid,07/28/2020 12:00:46 AM,07/28/2020 12:01:46 AM,5,2,2
F-Droid,07/27/2020 11:59:44 PM,07/28/2020 12:01:14 AM,3,2,4
F-Droid,07/27/2020 11:59:03 PM,07/27/2020 11:59:52 PM,4,2,3
F-Droid,07/27/2020 11:57:50 PM,07/28/2020 12:03:07 AM,2,5,3
F-Droid,07/27/2020 11:57:11 PM,07/27/2020 11:59:08 PM,1,5,1
F-Droid,07/27/2020 11:56:39 PM,07/27/2020 11:59:43 PM,5,3,4
F-Droid,07/27/2020 11:56:25 PM,07/27/2020 11:58:40 PM,3,4,2
F-Droid,07/27/2020 11:56:25 PM,07/28/2020 12:01:04 AM,4,2,5
F-Droid,07/27/2020 11:55:16 PM,07/28/2020 12:19:20 AM,4,5,1
F-Droid,07/27/2020 11:55:04 PM,07/27/2020 11:56:00 PM,1,3,5
F-Droid,07/27/2020 11:53:44 PM,07/27/2020 11:54:59 PM,4,5,3
F-Droid,07/27/2020 11:53:38 PM,07/27/2020 11:57:28 PM,3,5,1
Google Play Beta,07/27/2020 11:53:35 PM,07/27/2020 11:54:32 PM,2,4,3
F-Droid,07/27/2020 11:53:15 PM,07/27/2020 11:54:11 PM,2,3,5
F-Droid,07/27/2020 11:53:12 PM,07/27/2020 11:53:54 PM,4,5,5
F-Droid,07/27/2020 11:52:54 PM,07/27/2020 11:53:37 PM,2,3,5
F-Droid,07/27/2020 11:52:31 PM,07/27/2020 11:53:39 PM,5,4,1
F-Droid,07/27/2020 11:52:12 PM,07/27/2020 11:52:39 PM,1,5,3
Google Play Beta,07/27/2020 11:51:18 PM,07/27/2020 11:52:00 PM,4,5,3
F-Droid,07/27/2020 11:51:10 PM,07/27/2020 11:52:26 PM,2,1,5
F-Droid,07/27/2020 11:51:03 PM,07/27/2020 11:51:53 PM,3,4,4
F-Droid,07/27/2020 11:50:21 PM,07/27/2020 11:53:42 PM,3,1,5
F-Droid,07/27/2020 11:50:09 PM,07/27/2020 11:55:38 PM,3,5,4
F-Droid,07/27/2020 11:49:47 PM,07/27/2020 11:50:50 PM,4,5,4
F-Droid,07/27/2020 11:49:24 PM,07/27/2020 11:55:06 PM,2,5,3
F-Droid,07/27/2020 11:48:51 PM,07/27/2020 11:49:48 PM,1,5,3
F-Droid,07/27/2020 11:48:16 PM,07/27/2020 11:49:25 PM,3,3,5
F-Droid,07/27/2020 11:48:09 PM,07/27/2020 11:50:14 PM,4,5,3
F-Droid,07/27/2020 11:38:13 PM,07/28/2020 12:04:30 AM,3,2,5
F-Droid,07/27/2020 11:47:30 PM,07/27/2020 11:48:36 PM,1,2,4
F-Droid,07/27/2020 11:46:43 PM,07/27/2020 11:47:40 PM,4,5,2
F-Droid,07/27/2020 11:46:34 PM,07/27/2020 11:49:21 PM,1,3,5
F-Droid,07/27/2020 11:46:35 PM,07/27/2020 11:48:06 PM,4,3,1
F-Droid,07/27/2020 11:46:07 PM,07/27/2020 11:46:58 PM,4,4,2
F-Droid,07/27/2020 11:45:29 PM,07/27/2020 11:46:43 PM,4,5,3
F-Droid,07/27/2020 11:44:26 PM,07/27/2020 11:45:56 PM,4,2,4
F-Droid,07/27/2020 11:43:13 PM,07/27/2020 11:47:59 PM,5,3,1
F-Droid,07/27/2020 11:43:19 PM,07/27/2020 11:50:41 PM,4,5,2
F-Droid,07/27/2020 11:43:21 PM,07/27/2020 11:43:52 PM,4,1,4
F-Droid,07/27/2020 11:42:33 PM,07/27/2020 11:43:28 PM,5,3,4
F-Droid,07/27/2020 11:42:02 PM,07/27/2020 11:44:47 PM,5,4,3
F-Droid,07/27/2020 11:41:46 PM,07/27/2020 11:42:51 PM,2,5,3
F-Droid,07/27/2020 11:41:53 PM,07/27/2020 11:42:45 PM,3,5,2
F-Droid,07/27/2020 11:40:36 PM,07/27/2020 11:44:01 PM,5,1,1
F-Droid,07/27/2020 11:40:42 PM,07/27/2020 11:41:47 PM,2,5,4
F-Droid,07/27/2020 11:40:02 PM,07/27/2020 11:41:57 PM,3,4,5
F-Droid,07/27/2020 11:39:49 PM,07/27/2020 11:46:34 PM,4,3,5
F-Droid,07/27/2020 11:39:44 PM,07/27/2020 11:42:07 PM,4,5,3
F-Droid,07/27/2020 11:39:31 PM,07/27/2020 11:40:20 PM,1,1,4
F-Droid,07/27/2020 11:39:01 PM,07/27/2020 11:42:12 PM,5,3,2
F-Droid,07/27/2020 11:38:03 PM,07/27/2020 11:39:40 PM,2,1,5
F-Droid,07/27/2020 11:37:58 PM,07/27/2020 11:39:21 PM,3,3,4
F-Droid,07/27/2020 11:37:31 PM,07/27/2020 11:39:13 PM,5,1,5
F-Droid,07/27/2020 11:37:05 PM,07/27/2020 11:37:42 PM,5,3,4
F-Droid,07/27/2020 11:36:16 PM,07/27/2020 11:37:03 PM,5,4,3
F-Droid,07/27/2020 11:34:54 PM,07/27/2020 11:35:57 PM,4,5,3
F-Droid,07/27/2020 11:34:25 PM,07/27/2020 11:36:26 PM,3,2,4
F-Droid,07/27/2020 11:33:57 PM,07/27/2020 11:35:15 PM,4,4,3
F-Droid,07/27/2020 11:32:04 PM,07/27/2020 11:34:09 PM,5,4,3
F-Droid,07/27/2020 11:31:21 PM,07/27/2020 11:32:04 PM,3,4,4
Google Play Beta,07/27/2020 11:29:13 PM,07/27/2020 11:31:13 PM,4,3,1
F-Droid,07/27/2020 11:29:23 PM,07/27/2020 11:31:03 PM,4,4,4
F-Droid,07/27/2020 11:28:31 PM,07/27/2020 11:29:54 PM,4,5,1
F-Droid,07/27/2020 11:28:22 PM,07/27/2020 11:29:46 PM,3,4,5
F-Droid,07/27/2020 11:27:15 PM,07/27/2020 11:29:39 PM,4,3,4
F-Droid,07/27/2020 11:26:40 PM,07/27/2020 11:28:08 PM,3,2,2
Google Play Beta,07/27/2020 11:24:27 PM,07/27/2020 11:27:49 PM,4,3,2
Google Play Beta,07/27/2020 11:24:04 PM,07/27/2020 11:24:58 PM,4,3,2
F-Droid,07/27/2020 11:23:53 PM,07/27/2020 11:32:53 PM,4,5,4
F-Droid,07/27/2020 11:23:45 PM,07/27/2020 11:25:24 PM,3,1,5
F-Droid,07/27/2020 11:22:46 PM,07/27/2020 11:35:24 PM,4,3,3
F-Droid,07/27/2020 11:23:29 PM,07/27/2020 11:24:38 PM,4,3,2
F-Droid,07/27/2020 11:22:43 PM,07/27/2020 11:25:00 PM,4,5,3
F-Droid,07/27/2020 11:22:51 PM,07/27/2020 11:23:41 PM,4,4,3
Google Play Beta,07/27/2020 11:22:31 PM,07/27/2020 11:23:50 PM,4,5,3
F-Droid,07/27/2020 11:22:09 PM,07/27/2020 11:23:19 PM,5,4,3
F-Droid,07/27/2020 11:22:12 PM,07/27/2020 11:30:41 PM,4,5,2
F-Droid,07/27/2020 11:21:14 PM,07/27/2020 11:23:31 PM,2,5,3
F-Droid,07/27/2020 11:20:59 PM,07/27/2020 11:21:54 PM,2,4,5
F-Droid,07/27/2020 11:19:52 PM,07/27/2020 11:21:09 PM,3,3,5
F-Droid,07/27/2020 11:20:03 PM,07/27/2020 11:21:05 PM,5,4,4
F-Droid,07/27/2020 11:20:03 PM,07/27/2020 11:22:23 PM,4,3,2
F-Droid,07/27/2020 11:19:05 PM,07/27/2020 11:20:08 PM,5,3,5
F-Droid,07/27/2020 11:18:42 PM,07/27/2020 11:19:35 PM,3,5,2
F-Droid,07/27/2020 11:18:05 PM,07/27/2020 11:18:56 PM,2,5,4
F-Droid,07/27/2020 11:16:54 PM,07/27/2020 11:18:24 PM,5,3,1
F-Droid,07/27/2020 11:16:49 PM,07/27/2020 11:17:29 PM,4,1,5
F-Droid,07/27/2020 11:16:39 PM,07/27/2020 11:18:09 PM,4,3,5
F-Droid,07/27/2020 11:15:47 PM,07/27/2020 11:16:31 PM,4,2,3
F-Droid,07/27/2020 11:15:43 PM,07/27/2020 11:18:17 PM,4,5,2
F-Droid,07/27/2020 11:14:32 PM,07/27/2020 11:15:43 PM,3,4,2
F-Droid,07/27/2020 11:13:45 PM,07/27/2020 11:14:33 PM,4,5,3
F-Droid,07/27/2020 11:12:47 PM,07/27/2020 11:13:40 PM,5,4,4
